fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category,keep_for_od,feature_source
1108,"3546103678",Raddi,,,,,,,,"""designation""=>""Cart Ruts"",""historic""=>""archaeological_site"",""name:en""=>""Cart Ruts""",L-Imġarr,Recreation,Yes,point
1112,"9150649498",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",L-Imġarr,Personal Errands,Yes,point
1114,"5894775480",,gate,,,,,,,,L-Imġarr,Others,Yes,point
1116,"12621335768",Hungry Wolf,,,,,,,,"""amenity""=>""restaurant""",L-Imġarr,Recreation,Yes,point
1121,"4617839206",Ta' Celita - Sunny Bar and Restaurant,,,,,,,,"""addr:city""=>""L-Imġarr"",""addr:country""=>""MT"",""addr:housenumber""=>""1"",""addr:postcode""=>""MGR 1502"",""addr:street""=>""Triq Sir Harry Luke"",""amenity""=>""restaurant"",""cuisine""=>""regional;pizza;burger;coffee_shop;italian;chicken;ice_cream;international"",""diet:gluten_free""=>""yes"",""diet:meat""=>""yes"",""diet:vegetarian""=>""yes"",""opening_hours""=>""Fr,Sa 17:00-22:00"",""opening_hours:covid19""=>""restricted"",""phone""=>""+356 2157 3705"",""website""=>""https://tacelita.com""",L-Imġarr,Recreation,Yes,point
1123,"5113439326",,,,,,,,,"""addr:housenumber""=>""80"",""addr:street""=>""Dun G. Micallef""",L-Imġarr,Others,Yes,point
1124,"2868660404",,,,,,,,,"""amenity""=>""bar""",L-Imġarr,Recreation,Yes,point
1125,"5113439325",,,,,,,,,"""addr:housenumber""=>""66"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1126,"5113439427",,,,,,,,,"""addr:housenumber""=>""68"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1127,"5113439428",,,,,,,,,"""addr:housenumber""=>""70"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1128,"5113439425",,,,,,,,,"""addr:housenumber""=>""60"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1129,"5113439426",,,,,,,,,"""addr:housenumber""=>""62"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1134,"11224776337",,,,,,,,,"""addr:housenumber""=>""81"",""addr:street""=>""Triq Santa Marija""",L-Imġarr,Others,Yes,point
1137,"11224729110",,,,,,,,,"""addr:housenumber""=>""149"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1140,"11224731963",,,,,,,,,"""addr:housenumber""=>""151"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1143,"10822377023",,,,,,,,,"""addr:housenumber""=>""70""",L-Imġarr,Others,Yes,point
1144,"10822355735",Tasty Corner,,,,,,,,"""shop""=>""pastry""",L-Imġarr,Shopping,Yes,point
1147,"11230530294",,,,,,,,,"""addr:housename""=>""Real"",""addr:housenumber""=>""51"",""addr:street""=>""Triq San Pietru""",L-Imġarr,Others,Yes,point
1148,"11224717190",,,,,,,,,"""addr:housename""=>""Tyche"",""addr:housenumber""=>""154"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1158,"5312742811",L-Oqbra Puniċi,,,,,,,,"""historic""=>""archaeological_site"",""name:en""=>""Punic tombs"",""name:pl""=>""Grobowce punickie""",L-Imġarr,Recreation,Yes,point
1165,"11224755244",,,,,,,,,"""addr:housename""=>""Ry Rod"",""addr:housenumber""=>""193"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1166,"11224759570",,,,,,,,,"""addr:housenumber""=>""197"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1168,"12446963329",,,,,,,,,"""traffic_calming""=>""hump""",L-Imġarr,Others,Yes,point
1169,"11224747123",,,,,,,,,"""addr:housenumber""=>""80"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1171,"5113439436",,,,,,,,,"""addr:housenumber""=>""114"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1172,"5113439435",,,,,,,,,"""addr:housenumber""=>""86"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1173,"11224730235",,,,,,,,,"""addr:housenumber""=>""88"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1174,"5113439331",,,,,,,,,"""addr:housenumber""=>""117"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1175,"11224765587",,,,,,,,,"""addr:housename""=>""Cova da Iria"",""addr:housenumber""=>""94"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1176,"5302329653",National Lottery,,,,,,,,"""check_date""=>""2025-09-28"",""old_name""=>""Maltco"",""operator""=>""IZI Interactive Limited"",""shop""=>""lottery"",""website""=>""https://www.lottery.mt""",L-Imġarr,Shopping,Yes,point
1177,"5113439330",,,,,,,,,"""addr:housenumber""=>""121"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1178,"5113439433",,,,,,,,,"""addr:housename""=>""Carmen"",""addr:housenumber""=>""125"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1179,"11224713831",,,,,,,,,"""addr:housenumber""=>""96"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1181,"5113439432",,,,,,,,,"""addr:housename""=>""Charelen"",""addr:housenumber""=>""127"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1182,"11214996682",,,,,,,,,"""addr:housename""=>""Etoile Court"",""addr:housenumber""=>""98"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1183,"5113439329",,,,,,,,,"""addr:housenumber""=>""133"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1184,"5113439324",,,,,,,,,"""addr:housenumber""=>""13"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1185,"5113439328",,,,,,,,,"""addr:housenumber""=>""135"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1187,"10822377222",Vella,,,,,,,,"""opening_hours""=>""Mo-Sa 07:00-19:00"",""shop""=>""supermarket""",L-Imġarr,Shopping,Yes,point
1188,"5113439424",,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1189,"4620123220",Saint Mary's Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""description""=>""Pharmacy and Doctor's clinic"",""dispensing""=>""yes"",""healthcare""=>""pharmacy""",L-Imġarr,Medical Purpose,Yes,point
1190,"5113439327",,,,,,,,,"""addr:housenumber""=>""71"",""addr:street""=>""Dun G. Micallef""",L-Imġarr,Others,Yes,point
1191,"5113439430",,,,,,,,,"""addr:housenumber""=>""65"",""addr:street""=>""Ramiro Cali""",L-Imġarr,Others,Yes,point
1192,"5113439429",,,,,,,,,"""addr:housenumber""=>""63"",""addr:street""=>""Ramiro Cali""",L-Imġarr,Others,Yes,point
1193,"2848450485",Il-Barri,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-28"",""cuisine""=>""regional;mediterranean"",""internet_access""=>""wlan"",""internet_access:fee""=>""customers"",""payment:cash""=>""yes"",""payment:mastercard""=>""yes"",""payment:visa""=>""yes"",""wheelchair""=>""yes""",L-Imġarr,Recreation,Yes,point
1194,"10822355264",Mv hardware,,,,,,,,"""shop""=>""hardware""",L-Imġarr,Shopping,Yes,point
1195,"11224783437",,,,,,,,,"""addr:housename""=>""Prinjola"",""addr:housenumber""=>""78"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1196,"11224786046",,,,,,,,,"""addr:housename""=>""Rustica"",""addr:housenumber""=>""119"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1197,"11224788664",,,,,,,,,"""addr:housenumber""=>""123"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1198,"13230576323",,block,,,,,,,,L-Imġarr,Others,Yes,point
1199,"13589440101",Carolinas,,,,,,,,"""amenity""=>""cafe"",""opening_hours""=>""Mo-Su 07:00-19:00""",L-Imġarr,Recreation,Yes,point
1200,"3594898253",,lift_gate,,,,,,,,L-Imġarr,Others,Yes,point
1201,"12054469566",,gate,,,,,,,,L-Imġarr,Others,Yes,point
1202,"9865620597",,,,,,,,,"""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",L-Imġarr,Others,Yes,point
1203,"9865620596",,,,,,,,,"""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",L-Imġarr,Others,Yes,point
1204,"9865620598",,,,,,,,,"""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",L-Imġarr,Others,Yes,point
1205,"9865620599",,,,,,,,,"""maxspeed""=>""implicit"",""traffic_sign""=>""maxspeed""",L-Imġarr,Others,Yes,point
1208,"9865620595",,,,,,,,,"""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",L-Imġarr,Others,Yes,point
1209,"5113455327",,,,,,,,,"""addr:housenumber""=>""14"",""addr:street""=>""Triq Vitale""",L-Imġarr,Others,Yes,point
1210,"5302329644",,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2025-09-28"",""healthcare""=>""pharmacy""",L-Imġarr,Medical Purpose,Yes,point
1211,"5113439342",,,,,,,,,"""addr:housenumber""=>""102"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1212,"5113439339",,,,,,,,,"""addr:housenumber""=>""12"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1213,"5113439338",,,,,,,,,"""addr:housenumber""=>""20"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1214,"5113439447",,,,,,,,,"""addr:housenumber""=>""100"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1215,"5113439341",,,,,,,,,"""addr:housenumber""=>""20-21"",""addr:interpolation""=>""all"",""addr:street""=>""Triq Vitale""",L-Imġarr,Others,Yes,point
1216,"5113439340",,,,,,,,,"""addr:housenumber""=>""19"",""addr:street""=>""Triq Vitale""",L-Imġarr,Others,Yes,point
1220,"8449760795",Il-Qarraba,,,,,,,,"""natural""=>""rock""",L-Imġarr,Others,Yes,point
1221,"11414642181",,,,,,,,,"""tourism""=>""viewpoint""",L-Imġarr,Recreation,Yes,point
1222,"1692117278",,,,,,,,,"""natural""=>""peak""",L-Imġarr,Recreation,Yes,point
1223,"9236079163",,,,,,,,,"""tourism""=>""viewpoint""",L-Imġarr,Recreation,Yes,point
1224,"9198333114",Singita,,,,,,,,"""alt_name""=>""Singita Miracle Beach Malta"",""amenity""=>""restaurant"",""website""=>""https://www.singita.it/en/malta/""",L-Imġarr,Recreation,Yes,point
1227,"2574110095",,,,,,,,,"""building""=>""residential""",L-Imġarr,Visiting Someone,Yes,point
1229,"1276539118",Artisan Coffee,,,,,,,,"""amenity""=>""fast_food""",L-Imġarr,Recreation,Yes,point
1231,"9198366867",,,,,,,,,"""amenity""=>""waste_disposal""",L-Imġarr,Others,Yes,point
1236,"301475678",Roman Baths - not accessable,,,,,,,,"""access""=>""no"",""historic""=>""archaeological_site""",L-Imġarr,Recreation,Yes,point
1241,"4546448680",,,,,,,,survey_point,,L-Imġarr,Others,Yes,point
1242,"7510266223",,gate,,,,,,,,L-Imġarr,Others,Yes,point
1243,"12866119710",,,,,,,,survey_point,,L-Imġarr,Others,Yes,point
1244,"13543180871",,,,,,,,survey_point,,L-Imġarr,Others,Yes,point
1251,"3693363581",Cart Ruts,,,,,,,,"""historic""=>""archaeological_site""",L-Imġarr,Recreation,Yes,point
1254,"3693363576",Cart Ruts,,,,,,,,"""access""=>""no"",""historic""=>""archaeological_site""",L-Imġarr,Recreation,Yes,point
1255,"3693363652",,gate,,,,,,,"""access""=>""private"",""bicycle""=>""no"",""foot""=>""no""",L-Imġarr,Others,Yes,point
1260,"3833812683",Ciapella,,,,,,,,"""shop""=>""car_repair""",L-Imġarr,Shopping,Yes,point
1263,"12201119681",,,,,,,,survey_point,,L-Imġarr,Others,Yes,point
1266,"9865620600",,,,,,,,,"""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",L-Imġarr,Others,Yes,point
1267,"4620144082",Kunsill Lokali Mġarr,,,,,,,,"""amenity""=>""townhall"",""name:en""=>""Mġarr Local Council"",""name:mt""=>""Kunsill Lokali Mġarr"",""townhall:type""=>""town""",L-Imġarr,Personal Errands,Yes,point
1268,"5302329654",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",L-Imġarr,Personal Errands,Yes,point
1269,"1530678031",,,,,,,,,"""amenity""=>""fuel"",""compressed_air""=>""no"",""image""=>""https://photos.app.goo.gl/PnJ8PacDJx54piNEA""",L-Imġarr,Personal Errands,Yes,point
1270,"4620119235",HSBC,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""brand""=>""HSBC"",""brand:wikidata""=>""Q190464"",""brand:wikipedia""=>""en:HSBC"",""check_date""=>""2025-04-09"",""opening_hours""=>""24/7"",""operator""=>""HSBC""",L-Imġarr,Personal Errands,Yes,point
1271,"5302329656",L-Għassa tal-Mġarr,,,,,,,,"""amenity""=>""police"",""name:en""=>""Mġarr Police Station"",""name:mt""=>""L-Għassa tal-Mġarr"",""operator""=>""Pulizija ta' Malta"",""operator:wikidata""=>""Q2413538""",L-Imġarr,Personal Errands,Yes,point
1272,"5302329665",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""Monsinjur Orazju Vella 1912-1980"",""memorial""=>""bust""",L-Imġarr,Recreation,Yes,point
1273,"12446956988",,,,,,,,street_cabinet,,L-Imġarr,Others,Yes,point
1274,"10832309320",,,,,,,,,"""access""=>""yes"",""amenity""=>""toilets"",""changing_table""=>""yes"",""check_date""=>""2025-09-28"",""fee""=>""no"",""toilets:disposal""=>""flush""",L-Imġarr,Personal Errands,Yes,point
1275,"10649384188",,,,"384",,,,,"""amenity""=>""post_box"",""collection_times""=>""Mo-Sa 07:00"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""royal_cypher""=>""no"",""website""=>""https://www.maltapost.com""",L-Imġarr,Personal Errands,Yes,point
1278,"5302329655",,,,,,,,,"""shop""=>""butcher""",L-Imġarr,Shopping,Yes,point
1279,"11215329094",,,,,,,,,"""addr:housenumber""=>""88"",""addr:street""=>""Triq Fisher"",""building""=>""apartments"",""building:levels""=>""3""",L-Imġarr,Others,Yes,point
1281,"11222479942",,,,,,,,,"""addr:housename""=>""The Hills"",""addr:street""=>""Triq Fisher"",""building""=>""apartments"",""building:levels""=>""4""",L-Imġarr,Others,Yes,point
1282,"5302329666",,,,,,,,,"""historic""=>""memorial""",L-Imġarr,Recreation,Yes,point
1289,"10822374480",MyConvenience Mġarr 1,,,,,,,,"""addr:city""=>""L-Imġarr"",""addr:housenumber""=>""19"",""addr:street""=>""Triq Fisher"",""check_date""=>""2025-04-09"",""opening_hours""=>""Mo-Su 06:00-21:00"",""operator""=>""MyConvenience / MySupermarket (Malta)"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""payment:mastercard""=>""yes"",""payment:visa""=>""yes"",""phone""=>""+356 2249 8340"",""shop""=>""convenience"",""website""=>""https://my.mt/locations/""",L-Imġarr,Shopping,Yes,point
1295,"12691345108",,gate,,,,,,,,L-Imġarr,Others,Yes,point
1302,"5113459125",,,,,,,,,"""addr:housenumber""=>""22"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1303,"5113439337",,,,,,,,,"""addr:housenumber""=>""18a"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1304,"5113455326",,,,,,,,,"""addr:housenumber""=>""24"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1306,"5113439448",,,,,,,,,"""addr:housenumber""=>""92"",""addr:street""=>""Triq il-Kbira""",L-Imġarr,Others,Yes,point
1307,"5113439336",,,,,,,,,"""addr:housenumber""=>""26"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1308,"5113459124",,,,,,,,,"""addr:housenumber""=>""38"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1309,"5113459123",,,,,,,,,"""addr:housenumber""=>""46"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1310,"5113455325",,,,,,,,,"""addr:housenumber""=>""48"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1311,"5113439335",,,,,,,,,"""addr:housenumber""=>""52"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1312,"5113439446",,,,,,,,,"""addr:housenumber""=>""49"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1313,"5113455324",,,,,,,,,"""addr:housenumber""=>""54"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1314,"5113439445",,,,,,,,,"""addr:housenumber""=>""53"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1315,"5113439444",,,,,,,,,"""addr:housenumber""=>""53"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1316,"11241003113",Croft. Food on the Go,,,,,,,,"""amenity""=>""cafe""",L-Imġarr,Recreation,Yes,point
1317,"5113439443",,,,,,,,,"""addr:housenumber""=>""59"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1318,"5113439442",,,,,,,,,"""addr:housenumber""=>""63"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1319,"5113459122",,,,,,,,,"""addr:housenumber""=>""65"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1320,"5981422886",,,,,,,,water_well,,L-Imġarr,Others,Yes,point
1321,"5113455323",,,,,,,,,"""addr:housenumber""=>""88"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1322,"5113439441",,,,,,,,,"""addr:housenumber""=>""90"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1323,"4719224543",United,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-28"",""cuisine""=>""mediterranean""",L-Imġarr,Recreation,Yes,point
1324,"5113439440",,,,,,,,,"""addr:housenumber""=>""92"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1325,"11215147940",Bohini,,,,,,,,"""amenity""=>""cafe"",""check_date""=>""2025-09-28"",""opening_hours""=>""Su-Th 08:00-14:30; Fr,Sa 08:00-14:30,19:00-23:00""",L-Imġarr,Recreation,Yes,point
1326,"5113439439",,,,,,,,,"""addr:housenumber""=>""95"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1327,"5113439334",,,,,,,,,"""addr:housenumber""=>""100"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1328,"5113439333",,,,,,,,,"""addr:housenumber""=>""101"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1329,"5113455322",,,,,,,,,"""addr:housenumber""=>""102"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1331,"5113439438",,,,,,,,,"""addr:housenumber""=>""103"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1332,"5113439437",,,,,,,,,"""addr:housenumber""=>""105"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1333,"5113439332",,,,,,,,,"""addr:housenumber""=>""107"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1334,"1530678257",,,,,,,,,"""noexit""=>""yes""",L-Imġarr,Others,Yes,point
1335,"4617901545",Tal-Majjistra Eat House,,,,,,,,"""check_date""=>""2025-09-28"",""cuisine""=>""regional"",""disused:amenity""=>""restaurant""",L-Imġarr,Others,Yes,point
1336,"5113459121",,,,,,,,,"""addr:housenumber""=>""112"",""addr:street""=>""Triq San Pawl""",L-Imġarr,Others,Yes,point
1337,"13178171159",Il-Fenkata Maltese Cuisine,,,,,,,,"""addr:floor""=>""0"",""addr:housenumber""=>""56"",""addr:street""=>""Triq il-Kbira"",""amenity""=>""restaurant"",""check_date""=>""2025-09-28"",""cuisine""=>""local"",""level""=>""0"",""payment:cash""=>""yes"",""payment:mastercard""=>""yes"",""payment:visa""=>""yes"",""wheelchair""=>""yes""",L-Imġarr,Recreation,Yes,point
1338,"13178171160",Ċavett Place,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-28""",L-Imġarr,Recreation,Yes,point
1339,"13178171161",Pit Stop,,,,,,,,"""amenity""=>""cafe"",""check_date""=>""2025-09-28""",L-Imġarr,Recreation,Yes,point
1340,"13178171162",Ta' Belindu Wine Bar and Restaurant,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-28""",L-Imġarr,Recreation,Yes,point
1341,"13178171163",Tal-Ingliż Restaurant,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-28""",L-Imġarr,Recreation,Yes,point
1342,"13178171164",Nenu the Artisan Baker,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-09-28""",L-Imġarr,Recreation,Yes,point
1343,"13276428202",Modern Butcher,,,,,,,,"""addr:postcode""=>""MGR 1010"",""addr:street""=>""Triq Kurat Chetcuti"",""mobile""=>""+356 7957 7490"",""opening_hours""=>""Mo 15:30-18:30; Tu-Fr 07:00-18:30; Sa 06:30-13:00"",""shop""=>""butcher""",L-Imġarr,Shopping,Yes,point
1347,"153193964",,,,,,,,,"""image""=>""http://mapillary.com/map/im/0WaYql9z70TZYpEkoNEMkQ/photo"",""lwn_ref""=>""18""",Il-Mellieħa,Others,Yes,point
1348,"3189299676",,,,,,,,,"""name:fr""=>""point de vue"",""tourism""=>""viewpoint""",Il-Mellieħa,Recreation,Yes,point
1349,"2818845226",,gate,,,,,,,"""foot""=>""yes""",Il-Mellieħa,Others,Yes,point
1350,"559415933",Paradise Bay Lido,,,,,,,,"""amenity""=>""fast_food""",Il-Mellieħa,Recreation,Yes,point
1353,"297237182",,lift_gate,,,,,,,"""bicycle""=>""yes"",""foot""=>""yes""",Il-Mellieħa,Others,Yes,point
1354,"1062263054",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1355,"2648097346",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1357,"4210463180",,,,,,,,street_cabinet,"""utility""=>""power""",Il-Mellieħa,Others,Yes,point
1362,"2541923125",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1363,"550396816",,lift_gate,,,,,,,"""bicycle""=>""no"",""foot""=>""no""",Il-Mellieħa,Others,Yes,point
1365,"5658552621",,,,,,,,,"""tourism""=>""viewpoint""",Il-Mellieħa,Recreation,Yes,point
1366,"6220796787",Ras il-Qammieħ,,,,,,,,"""alt_name""=>""Is-Sikka tal-Qammigħ"",""natural""=>""cape""",Il-Mellieħa,Others,Yes,point
1367,"7728733819",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1368,"7728733825",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1369,"9360319959",Il-Latnija,,,,,,,,"""name:en""=>""Latnija Cave"",""name:mt""=>""Il-Latnija"",""natural""=>""sinkhole"",""sinkhole""=>""pit""",Il-Mellieħa,Others,Yes,point
1370,"10902624528",Ta' Qassisu,,,,,,,,"""int_name""=>""Natural Window"",""tourism""=>""attraction""",Il-Mellieħa,Recreation,Yes,point
1372,"12330655343",,,,,,,,,"""board_type""=>""history"",""information""=>""board"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1373,"12662271360",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1374,"12662308574",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1375,"12662308674",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1376,"12684158718",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1377,"12684158754",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1378,"12686745600",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1380,"12748105654",Il-Ponta ta' Xriek,,,,,,,,"""natural""=>""peninsula""",Il-Mellieħa,Others,Yes,point
1388,"12748105669",Ġebel Qammiegħ,,,,,,,,"""natural""=>""cape""",Il-Mellieħa,Others,Yes,point
1389,"12748105670",Il-Blata tal-Qammieħ,,,,,,,,"""natural""=>""rock""",Il-Mellieħa,Others,Yes,point
1390,"12748105672",Għar Ħamiema,,,,,,,,"""natural""=>""cave_entrance""",Il-Mellieħa,Recreation,Yes,point
1391,"12748105673",L-Għar tal-Għasri,,,,,,,,"""natural""=>""cave_entrance""",Il-Mellieħa,Recreation,Yes,point
1392,"12748105674",L-Għar ta' Ġulju,,,,,,,,"""natural""=>""cave_entrance""",Il-Mellieħa,Recreation,Yes,point
1396,"5194483207",Comino Ferry ticket office,,,,,,,,"""operator""=>""Comino Ferries Co-Op"",""shop""=>""ticket""",Il-Mellieħa,Shopping,Yes,point
1397,"4702187165",Comino Ferries Co-Op,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station""",Il-Mellieħa,Others,Yes,point
1398,"12662377821",,kerb,,,,,,,"""kerb""=>""flush""",Il-Mellieħa,Others,Yes,point
1400,"12662377809",,kerb,,,,,,,,Il-Mellieħa,Others,Yes,point
1405,"7039193632",Good to go,,,,,,,,"""amenity""=>""cafe"",""indoor_seating""=>""yes"",""internet_access""=>""wlan"",""outdoor_seating""=>""no""",Il-Mellieħa,Recreation,Yes,point
1406,"7039198578",,,,,,,,,"""amenity""=>""toilets"",""changing_table""=>""yes"",""fee""=>""no"",""wheelchair""=>""yes""",Il-Mellieħa,Personal Errands,Yes,point
1407,"9095002703",,gate,,,,,,,"""motor_vehicle""=>""yes""",Il-Mellieħa,Others,Yes,point
1408,"9095002704",,gate,,,,,,,"""motor_vehicle""=>""yes""",Il-Mellieħa,Others,Yes,point
1410,"5041978575",Skyline Webcams - Ċirkewwa Ferry Terminal Bus Station,,,,,,,surveillance,"""camera:direction""=>""185"",""camera:type""=>""fixed"",""contact:webcam""=>""https://www.skylinewebcams.com/it/webcam/malta/malta/cirkewwa/ferry-terminal-bus.html"",""description""=>""View of Ċirkewwa bus station, Paradise Bay in the background"",""description:it""=>""Veduta sulla stazione degli autobus di Ċirkewwa, Paradise Bay sullo sfondo"",""name:it""=>""Skyline Webcams - Traghetto Ċirkewwa, Capolinea Autobus"",""surveillance""=>""webcam"",""surveillance:type""=>""camera""",Il-Mellieħa,Others,Yes,point
1411,"5588848480",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1412,"464766488",,,,,,,,tower,,Il-Mellieħa,Others,Yes,point
1413,"1714658681",Iċ-Ċirkewwa,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""name:en""=>""Ċirkewwa"",""public_transport""=>""station"",""wheelchair""=>""yes""",Il-Mellieħa,Others,Yes,point
1414,"11921790026",,,,,,,,,"""seamark:light:1:character""=>""Fl"",""seamark:light:1:colour""=>""red"",""seamark:light:1:height""=>""6"",""seamark:light:1:period""=>""5"",""seamark:light:1:range""=>""2"",""seamark:light:1:sector_end""=>""222"",""seamark:light:1:sector_start""=>""42"",""seamark:light:2:character""=>""Fl"",""seamark:light:2:colour""=>""green"",""seamark:light:2:height""=>""6"",""seamark:light:2:period""=>""5"",""seamark:light:2:range""=>""2"",""seamark:light:2:sector_end""=>""42"",""seamark:light:2:sector_start""=>""222"",""seamark:light:reference""=>""E 2056"",""seamark:type""=>""light_minor""",Il-Mellieħa,Others,Yes,point
