fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category
13333,"5262382947",,,,,,,,survey_point,,Birżebbuġa,Others
13334,"5276725750",,,,,,,,,"""amenity""=>""recycling"",""recycling:cardboard""=>""yes"",""recycling:glass""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling_type""=>""container""",Birżebbuġa,Others
13336,"7839095726",,gate,,,,,,,,Birżebbuġa,Others
13337,"8742497392",,,,,,,,,"""amenity""=>""waste_basket"",""waste""=>""trash""",Birżebbuġa,Others
13338,"8742497395",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""blue"",""material""=>""wood"",""seats""=>""2""",Birżebbuġa,Others
13339,"10601660744",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Birżebbuġa,Others
13340,"10713540302",,,,,,,,survey_point,,Birżebbuġa,Others
13341,"11799899415",,,,,,,,,"""amenity""=>""vending_machine"",""operator""=>""BCRS"",""recycling:plastic_bottles""=>""yes"",""vending""=>""bottle_return""",Birżebbuġa,Others
13342,"12433205373",,,,,,,,survey_point,,Birżebbuġa,Others
13343,"12554480377",,,,,,,,survey_point,,Birżebbuġa,Others
13348,"1612020228",LA spiaggia,,,,,,,,,Birżebbuġa,Others
13353,"4245936345",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13354,"4245936344",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13356,"5319950613",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13358,"1499688373",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13359,"1499688376",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13360,"1499688370",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13361,"1499688378",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13362,"4245962500",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13363,"4245962499",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13364,"1065160229",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Birżebbuġa,Others
13366,"130891133",Birżebbuġa,,,,,,town,,"""name:ar""=>""بئر زبوجة"",""name:en""=>""Birzebbugia"",""name:it""=>""Birzebbugia"",""name:ko""=>""비르제부자"",""name:ml""=>""ബിർസെബുജ"",""name:mt""=>""Birżebbuġa"",""name:uk""=>""Бірзеббуджа"",""population""=>""9736"",""wikidata""=>""Q258028"",""wikimedia_commons""=>""Category:Birżebbuġa"",""wikipedia""=>""en:Birżebbuġa""",Birżebbuġa,Others
13369,"5029298775",Birżebbuġa - Sajjied,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13370,"3110077819",Birżebbuġa - Sajjied,,bus_stop,"0420",,,,,"""bench""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13371,"1499687932",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13372,"1499688215",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13373,"3533348200",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13374,"4460673733",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13375,"5080735111",,,stop,,,,,,,Birżebbuġa,Others
13377,"164856385",,,,,,,,survey_point,,Birżebbuġa,Others
13378,"8460189289",,,,,,,,,"""maxspeed""=>""35"",""traffic_sign""=>""maxspeed""",Birżebbuġa,Others
13379,"12752307391",,,,,,,,survey_point,,Birżebbuġa,Others
13382,"1428099598",Birżebbuġa - Ġorġ,,bus_stop,"0412",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13383,"5029298772",,,stop,,,,,,"""direction""=>""forward""",Birżebbuġa,Others
13385,"9098830993",,,crossing,,,,,,"""crossing:markings""=>""zebra""",Birżebbuġa,Others
13386,"5029298797",Il-Qajjenza - Fossili,,bus_stop,"1556",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13387,"8484018227",,,,,,,,,"""maxspeed""=>""15"",""traffic_sign""=>""maxspeed""",Birżebbuġa,Others
13388,"464518285",,,,,,,,,"""amenity""=>""toilets"",""fee""=>""no""",Birżebbuġa,Others
13390,"8742497396",,,,,,,,,"""access""=>""no"",""check_date""=>""2025-07-02"",""defibrillator:location""=>""Outside toilet house, on wall"",""defibrillator:location:en""=>""AED missing and cabinet broken"",""emergency""=>""defibrillator"",""indoor""=>""no"",""level""=>""0"",""operator""=>""okmedical.com.mt"",""wheelchair""=>""limited""",Birżebbuġa,Others
13391,"599517898",,,crossing,,,,,,"""button_operated""=>""yes"",""crossing""=>""traffic_signals"",""crossing:island""=>""no"",""crossing:markings""=>""zebra"",""highway_1""=>""traffic_signals"",""tactile_paving""=>""no""",Birżebbuġa,Others
13392,"5037683675",Birżebbuġa - Nadur,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13393,"2092713286",Birżebbuġa - Nadur,,bus_stop,"0422",,,,,"""bench""=>""yes"",""bus""=>""yes"",""check_date:shelter""=>""2021-11-01"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13394,"1428099600",Birżebbuġa - Nadur,,bus_stop,"0411",,,,,"""bench""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13395,"5037683676",Birżebbuġa - Nadur,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13396,"1633018725",,,,,,,,,"""amenity""=>""place_of_worship"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Birżebbuġa,Others
13397,"322027740",,,,,,,,survey_point,,Birżebbuġa,Others
13398,"10876007515",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13399,"10876007516",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13400,"10876007518",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13401,"10876007517",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13404,"9288773516",Cart ruts,,,,,,,,"""historic""=>""monument""",Birżebbuġa,Others
13405,"1433570332",,gate,,,,,,,,Birżebbuġa,Others
13406,"5037680898",Il-Qajjenza - Ferretti,,bus_stop,"1555",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13408,"3260683831",Il-Qajjenza - Herakles,,bus_stop,"1570",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13410,"1428099591",Birżebbuġa - Qalb,,bus_stop,"0413",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13411,"5029298784",Birżebbuġa - Qalb,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13412,"9098830990",,,crossing,,,,,,,Birżebbuġa,Others
13413,"3135703186",,,,,,,,,"""marker""=>""yes""",Birżebbuġa,Others
13414,"3260683833",Il-Qajjenza - Merżuq,,bus_stop,"1571",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13415,"10876007519",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13416,"10876007520",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13417,"10876007521",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13418,"10876007522",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13419,"10876007523",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13420,"10876007524",,,,,,,,,"""leaf_type""=>""needleleaved"",""natural""=>""tree""",Birżebbuġa,Others
13421,"10876007525",,,stop,,,,,,"""direction""=>""backward""",Birżebbuġa,Others
13422,"11549922545",,gate,,,,,,,,Birżebbuġa,Others
13423,"11918144435",,,,,,,,survey_point,,Birżebbuġa,Others
13424,"12433205384",,,,,,,,survey_point,,Birżebbuġa,Others
13425,"12553875801",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Birżebbuġa,Others
13426,"13077588130",,,,,,,,survey_point,,Birżebbuġa,Others
13427,"13131721801",,,,,,,,,"""amenity""=>""shower""",Birżebbuġa,Others
13428,"13345621263",,,,,,,,,"""access""=>""yes"",""check_date""=>""2025-12-22"",""defibrillator:location:en""=>""On garage door"",""emergency""=>""defibrillator"",""image""=>""https://openaedmap.org/api/v1/photos/view/0vCg9xGMFNq5oWp9np1JBA.webp"",""image:license""=>""CC0"",""indoor""=>""no""",Birżebbuġa,Others
13429,"2287022585",,gate,,,,,,,,Birżebbuġa,Others
13430,"2399118498",,gate,,,,,,,,Birżebbuġa,Others
13431,"1519762017",,,,,,,,survey_point,,Birżebbuġa,Others
13432,"2335101108",,,,,,,,,"""building""=>""bunker"",""bunker_type""=>""pillbox"",""military""=>""bunker""",Birżebbuġa,Others
13433,"2385503888",Għar Dalam,,,,,,,,"""charge""=>""16"",""description""=>""Cave with archaeological, palaeotontological and speological significance. Earliest evidence of human activity on Malta found. Fossils of endemic extinct species, such as the dwarf elephant found."",""fee""=>""yes"",""natural""=>""cave_entrance"",""wikidata""=>""Q742598"",""wikimedia_commons""=>""Category:Għar Dalam"",""wikipedia""=>""en:Għar Dalam""",Birżebbuġa,Others
13434,"145825860",,,crossing,,,,,,"""button_operated""=>""no"",""crossing""=>""traffic_signals"",""traffic_signals:sound""=>""no"",""traffic_signals:vibration""=>""no""",Birżebbuġa,Others
13435,"3110077821",Birżebbuġa - Dalam,,bus_stop,"0410",,,,,"""bench""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13436,"2322889052",,,,,,,,,"""entrance""=>""yes""",Birżebbuġa,Others
13437,"2385503892",,,,,,,,,"""entrance""=>""yes""",Birżebbuġa,Others
13438,"2385506596",Birżebbuġa - Dalam,,bus_stop,"0423",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13439,"260447567",,gate,,,,,,,,Birżebbuġa,Others
13440,"2647605608",,gate,,,,,,,,Birżebbuġa,Others
13441,"3260683832",Birżebbuġa - Saptan,,bus_stop,"0409",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13442,"1593264652",,gate,,,,,,,,Birżebbuġa,Others
13443,"4441744526",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13444,"4792695822",Il-Madonna,,,,,,,,"""historic""=>""memorial""",Birżebbuġa,Others
13445,"4889015246",,,traffic_signals,,,,,,"""traffic_signals""=>""signal""",Birżebbuġa,Others
13446,"5029298799",Birżebbuġa - Saptan,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13447,"5029298800",Birżebbuġa - Saptan,,bus_stop,"0424",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13448,"5422782054",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Birżebbuġa,Others
13449,"6290618004",,gate,,,,,,,,Birżebbuġa,Others
13450,"7314793223",,gate,,,,,,,,Birżebbuġa,Others
13451,"10548410066",,gate,,,,,,,,Birżebbuġa,Others
13452,"10873743777",,,crossing,,,,,,"""button_operated""=>""no"",""crossing""=>""traffic_signals"",""crossing:island""=>""yes"",""traffic_signals:sound""=>""no"",""traffic_signals:vibration""=>""no""",Birżebbuġa,Others
13453,"10873743792",,,,,,,,survey_point,,Birżebbuġa,Others
13454,"11005800846",,gate,,,,,,,,Birżebbuġa,Others
13455,"12536049259",,,,,,,,survey_point,,Birżebbuġa,Others
13456,"12552017029",,gate,,,,,,,,Birżebbuġa,Others
13457,"13294156481",,,,,,,,survey_point,,Birżebbuġa,Others
13458,"13294175312",,,,,,,,survey_point,,Birżebbuġa,Others
13460,"5629896221",Vanille,,,,,,,,"""amenity""=>""ice_cream""",Birżebbuġa,Others
13473,"1421204345",Mr Whippy,,,,,,,,"""amenity""=>""ice_cream""",Birżebbuġa,Others
13475,"1519325111",,,crossing,,,,,,"""crossing""=>""marked"",""crossing:island""=>""no"",""crossing:markings""=>""yes""",Birżebbuġa,Others
13484,"3110077782",Birżebbuġa - Buni,,bus_stop,"0419",,,,,"""bench""=>""no"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13485,"5029298777",Birżebbuġa - Buni,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13487,"5024547093",Birżebbuġa - Buni,,bus_stop,"0417",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""check_date:shelter""=>""2021-11-01"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13488,"5029298781",Birżebbuġa - Buni,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13489,"1519325047",,,crossing,,,,,,"""crossing""=>""marked"",""crossing:markings""=>""yes""",Birżebbuġa,Others
13490,"1519325114",,,crossing,,,,,,"""crossing""=>""marked"",""crossing:markings""=>""yes""",Birżebbuġa,Others
13492,"1519325022",,,crossing,,,,,,"""crossing""=>""marked"",""crossing:markings""=>""yes""",Birżebbuġa,Others
13493,"599518065",,,,,,,,,"""amenity""=>""parking"",""parking""=>""street_side""",Birżebbuġa,Others
13494,"8742497394",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""blue"",""material""=>""wood"",""seats""=>""2""",Birżebbuġa,Others
13495,"8742497397",,,,,,,,,"""amenity""=>""waste_basket"",""waste""=>""trash""",Birżebbuġa,Others
13496,"8742497398",,,,,,,,,"""amenity""=>""shelter"",""shelter_type""=>""sun_shelter""",Birżebbuġa,Others
13497,"8742497399",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""blue"",""material""=>""wood"",""seats""=>""2""",Birżebbuġa,Others
13498,"10610605712",,,,,,,,,"""access""=>""yes"",""check_date""=>""2025-11-29"",""defibrillator:location""=>""Wall of the Police Station, was previously under gazebo opposite"",""defibrillator:location:en""=>""Just to the left of Police Station"",""emergency""=>""defibrillator"",""image""=>""https://openaedmap.org/api/v1/photos/view/GilxyqiMFoZ4S9mLA8YFeA.webp"",""image:license""=>""CC0"",""indoor""=>""no""",Birżebbuġa,Others
13501,"5080735114",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13510,"4450585117",,,crossing,,,,,,"""crossing""=>""zebra""",Birżebbuġa,Others
13512,"4245962494",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13513,"5029298774",Birżebbuġa - Ġorġ,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Birżebbuġa,Others
13514,"2092713290",Birżebbuġa - Ġorġ,,bus_stop,"0421",,,,,"""bench""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13515,"1529553941","""Bir"" ""Żebbuġa""",,,,,,,,"""historic""=>""monument""",Birżebbuġa,Others
13516,"4460602325",,,,,,,,works,,Birżebbuġa,Others
13518,"10914234542",,,,,,,,,"""club""=>""scout""",Birżebbuġa,Others
13519,"12433205380",,,,,,,,survey_point,,Birżebbuġa,Others
13520,"12552017028",,gate,,,,,,,,Birżebbuġa,Others
13521,"12752038044",,gate,,,,,,,,Birżebbuġa,Others
13522,"13077588136",,,give_way,,,,,,"""direction""=>""forward""",Birżebbuġa,Others
13523,"1066194242",Għar Ħasan,,,,,,,,"""historic""=>""archaeological_site""",Birżebbuġa,Others
13524,"8753565019",Għar ir-Riħ,,,,,,,,"""access""=>""no"",""natural""=>""cave_entrance""",Birżebbuġa,Others
13525,"8753565018",Għar ir-Riħ,,,,,,,,"""access""=>""yes"",""natural""=>""cave_entrance""",Birżebbuġa,Others
13527,"4512472048",,,,,,,,survey_point,,Birżebbuġa,Others
13528,"7181924443",,gate,,,,,,,,Birżebbuġa,Others
13529,"10925712778",,,,,,,,silo,,Birżebbuġa,Others
13530,"10925712779",,,,,,,,silo,,Birżebbuġa,Others
13531,"10925712780",,,,,,,,silo,,Birżebbuġa,Others
13532,"4320932941",,gate,,,,,,,,Birżebbuġa,Others
13533,"7141221029",,gate,,,,,,,,Birżebbuġa,Others
13534,"7141221028",,gate,,,,,,,,Birżebbuġa,Others
13535,"2652087519",,gate,,,,,,,,Birżebbuġa,Others
13537,"7141221039",,gate,,,,,,,,Birżebbuġa,Others
13538,"11985699231",,gate,,,,,,,,Birżebbuġa,Others
13539,"9123887645",,gate,,,,,,,,Birżebbuġa,Others
13540,"7226671080",,gate,,,,,,,,Birżebbuġa,Others
13541,"9123887650",,gate,,,,,,,,Birżebbuġa,Others
13542,"9123919085",,gate,,,,,,,,Birżebbuġa,Others
13543,"11985699243",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13544,"11985699244",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13545,"11985699245",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13546,"11985699246",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13547,"11985699247",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13548,"11985699248",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13549,"11985699249",,,,,,,,,"""natural""=>""tree""",Birżebbuġa,Others
13551,"3761702213",,gate,,,,,,,,Birżebbuġa,Others
13552,"13096715168",Ħal Far - Maritime,,bus_stop,"6442",,,,,"""bus""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13553,"13096715169",Ħal Far - Maritime,,bus_stop,"6443",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13554,"13190353834",,,,,,,,survey_point,,Birżebbuġa,Others
13555,"13655664389",Birżebbuġa - Bengħisa,,bus_stop,"6519",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13556,"13655664390",Birżebbuġa - Bengħisa,,bus_stop,"6520",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13557,"8895623394",Babel,,,,,,,,"""historic""=>""monument""",Birżebbuġa,Others
13558,"5118991508",,,,,,,,,"""amenity""=>""recycling"",""recycling:cardboard""=>""yes"",""recycling:glass""=>""yes"",""recycling:paper""=>""yes"",""recycling:papers""=>""yes"",""recycling:plastic""=>""yes"",""recycling_type""=>""container""",Birżebbuġa,Others
13559,"1065160240",Birżebbuġa - Borok,,bus_stop,"1560",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13560,"5118991510",,,stop,,,,,,,Birżebbuġa,Others
13561,"3397116166",Birżebbuġa - Girgħien,,bus_stop,"1564",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13562,"11491489549",,,stop,,,,,,"""direction""=>""backward"",""stop""=>""minor""",Birżebbuġa,Others
13564,"5029476652",Birżebbuġa - Ħieles,,bus_stop,"1568",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13565,"6618337746",,,,,,,,survey_point,,Birżebbuġa,Others
13566,"1590398801",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Birżebbuġa,Others
13567,"5029476653",Birżebbuġa - Imnarja,,bus_stop,"1563",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13568,"13142725814",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Birżebbuġa,Others
13569,"7151683676",,,,,,,,survey_point,,Birżebbuġa,Others
13570,"11359731900",Doggie bin,,,,,,,,"""amenity""=>""waste_disposal""",Birżebbuġa,Others
13571,"13096715170",Birżebbuġa - Ħaruf,,bus_stop,"6435",,,,,"""bench""=>""no"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13572,"3533363594",,,,,,,,,"""noexit""=>""motor_vehicle""",Birżebbuġa,Others
13573,"8077007982",,,stop,,,,,,"""direction""=>""backward"",""stop""=>""minor""",Birżebbuġa,Others
13574,"11240692573",,,stop,,,,,,"""direction""=>""backward""",Birżebbuġa,Others
13575,"12433152094",,,stop,,,,,,"""direction""=>""backward""",Birżebbuġa,Others
13578,"13077588186",,,,,,,,survey_point,,Birżebbuġa,Others
13581,"13096715171",Birżebbuġa - Ġebel,,bus_stop,"6434",,,,,"""bench""=>""no"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13582,"13207153678",,,,,,,,charge_point,,Birżebbuġa,Others
13584,"13611533362",,,,,,,,survey_point,,Birżebbuġa,Others
13585,"13611533363",,,,,,,,survey_point,,Birżebbuġa,Others
13586,"2602727314",,gate,,,,,,,,Birżebbuġa,Others
13587,"2316992308",,gate,,,,,,,,Birżebbuġa,Others
13588,"7719417503",,gate,,,,,,,,Birżebbuġa,Others
13589,"2316992338",,gate,,,,,,,,Birżebbuġa,Others
13591,"5037680899",Il-Qajjenza - Fekruna,,bus_stop,"6382",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13593,"130891753",Il-Qajjenza,,,,,,village,,,Birżebbuġa,Others
13594,"10688346165",,,turning_circle,,,,,,,Birżebbuġa,Others
13595,"3260683830",Il-Qajjenza - Cachia,,bus_stop,"1572",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""check_date:shelter""=>""2021-11-01"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13597,"9098830991",,,crossing,,,,,,,Birżebbuġa,Others
13599,"5037680900",Il-Qajjenza - Kampanjol,,bus_stop,"1553",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""check_date:shelter""=>""2023-12-21"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13600,"464518295",Il-Qajjenza - Kampanjol,,bus_stop,"1573",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""check_date:shelter""=>""2023-12-21"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Birżebbuġa,Others
13601,"146966853",,,,,,,,survey_point,,Birżebbuġa,Others
13602,"10741941800",,,,,,,,pumping_station,"""pumping_station""=>""sewage""",Birżebbuġa,Others
13603,"3541857475",,,,,,,,survey_point,,Birżebbuġa,Others
13604,"5302303472",,gate,,,,,,,,Birżebbuġa,Others
13605,"9956385606",,gate,,,,,,,,Birżebbuġa,Others
13606,"11442995820",,,,,,,,,"""amenity""=>""bench""",Birżebbuġa,Others
13607,"11443012635",,,,,,,,,"""amenity""=>""bench""",Birżebbuġa,Others
13608,"11443022718",,,,,,,,,"""amenity""=>""waste_basket""",Birżebbuġa,Others
