fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category
38395,,"1356476025",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38396,,"1356476026",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38399,,"1359103677",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38400,,"1359103680",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38401,,"1359103681",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38403,,"1359103690",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38404,,"1360126111",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38405,,"1360126112",,,,parking,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38406,,"1360126115",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38407,,"1360126117",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38408,,"1360126118",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38409,,"1360126119",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""2"",""parking_space""=>""disabled""",Birżebbuġa,Yes,Others
38410,,"1360126120",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Birżebbuġa,Yes,Others
38411,,"1360126121",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38417,,"1360127094",,,,,,,,,,,,,,sports_centre,,,,,,,shooting,,,Birżebbuġa,Yes,Recreation
38419,,"1364075124",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38420,,"1364075125",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38421,,"1364075126",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38422,,"1377183503",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38423,,"1377183504",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38424,,"1377183505",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38426,,"1377216188",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38427,,"1377216189",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38428,,"1377216195",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38429,,"1378592416",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38430,,"1378592417",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38431,,"1379271143",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38432,,"1382910637",Ċentru Miftuħ Ħal Far,multipolygon,,refugee_site,,,,,,,,,,,,,,,,,,,"""name:en""=>""Ħal Far Tent Village Open Centre"",""name:mt""=>""Ċentru Miftuħ Ħal Far"",""operator""=>""Detention Services Agency"",""operator:type""=>""government""",Birżebbuġa,Yes,Others
38433,,"1382910645",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38434,,"1382910646",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38436,,"1382910648",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38437,,"1382910650",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38438,,"1382910652",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38439,,"1382910653",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38440,,"1387040778",,,,,,,,,,,,,,,,,bare_rock,,,,,,,Birżebbuġa,Yes,Others
38442,,"1387040780",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38443,,"1413005419",,,,,,,,,,,,,,playground,,,,,,,,,,Birżebbuġa,Yes,Recreation
38445,,"1418006670",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38446,,"1418006679",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Birżebbuġa,Yes,Recreation
38447,,"1418006680",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38450,,"1422847469",,,,police,,,,yes,,,,,,,,,,,,,,,"""operator""=>""Pulizija ta' Malta"",""operator:wikidata""=>""Q2413538""",Birżebbuġa,Yes,Personal Errands
38451,,"1422987852",,,,,,,,,,,,,,,,,bare_rock,,,,,,,Birżebbuġa,Yes,Others
38452,,"1422987853",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38453,,"1422987855",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38455,,"1422987860",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38456,,"1423026225",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38457,,"1423026226",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38458,,"1423480572",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38459,,"1423480573",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38460,,"1423480577",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38461,,"1423480578",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38462,,"1423480579",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38463,,"1425773042",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38464,,"1429740524",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38465,,"1429740525",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38467,,"1429740527",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38468,,"1435049285",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38469,,"1435049287",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38470,,"1435049288",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38472,,"1436477474",Ċentru Miftuħ Ħal Far,,,refugee_site,,,,,,,,,,,,,,,,,,,"""name:en""=>""Ħal Far Hangar Open Centre"",""name:mt""=>""Ċentru Miftuħ Ħal Far"",""operator""=>""Detention Services Agency"",""operator:type""=>""government""",Birżebbuġa,Yes,Others
38473,,"1436964447",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38474,,"1436964448",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38475,,"1436964449",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38476,,"1436964450",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38477,,"1436964451",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38478,,"1436964452",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian"",""motor_vehicle""=>""destination""",Birżebbuġa,Yes,Others
38482,,"1449335840",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38483,,"1449335843",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38484,,"1449335846",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38485,,"1449335847",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38488,,"1454879178",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38489,,"1454879179",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38490,,"1454879180",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38492,,"1454879182",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Birżebbuġa,Yes,Others
38494,,"1456448232",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38495,,"1456448233",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38496,,"1456448238",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38498,,"1459112366",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38500,,"1462506477",,,,parking_space,,,,,,,,,,,,,,,,,,,,Birżebbuġa,Yes,Others
38501,,"1462506478",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38502,,"1462506479",,,,,,,,,,,,,grass,,,,,,,,,,,Birżebbuġa,Yes,Others
38506,,"1462506486",,,,,,,,,,,,,,,,,scrub,,,,,,,Birżebbuġa,Yes,Others
38509,"4445600",,Fort Delimara,multipolygon,,,,,,,,,ruins,,,,,,,,,,,,,Marsaxlokk,Yes,Recreation
38513,"16475935",,MAPFRE Malta Geo Zone 2,boundary,,,,,,,,,,,,,,,,,,,,,"""description""=>""Second Work with Rhjys""",Marsaxlokk,Yes,Others
38515,,"77048246",Free Parking for St Peter's Pool,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""charge""=>""Parking attendant"",""covered""=>""no"",""fee""=>""yes"",""lit""=>""no"",""opening_hours""=>""24/7"",""parking""=>""surface"",""payment:cash""=>""yes"",""supervised""=>""yes"",""surface""=>""gravel""",Marsaxlokk,Yes,Others
38516,,"129290479",Madonna ta' Pompei,,,place_of_worship,,,,church,,,heritage,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""heritage""=>""2"",""name:en""=>""Parish Church of the Madonna of Pompei"",""name:mt""=>""Knisja Parrokkjali Madonna ta’ Pompei"",""ref:nicpmi""=>""01749"",""religion""=>""christian"",""wheelchair""=>""no"",""wikidata""=>""Q19272928"",""wikimedia_commons""=>""Category:Madonna ta' Pompei, Marsaxlokk"",""wikipedia""=>""en:Parish Church of Our Lady of Pompei, Marsaxlokk""",Marsaxlokk,Yes,Recreation
38517,,"129297154",Pjazza Madonna ta' Pompei,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian"",""lit""=>""yes"",""motor_vehicle""=>""designated"",""surface""=>""paving_stones""",Marsaxlokk,Yes,Others
38518,,"131849784",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""surface""",Marsaxlokk,Yes,Others
38527,,"136572490",Phase IIB,,,,,,,industrial,,,,,,,,,,,,,,,"""designation""=>""Phase IIB""",Marsaxlokk,Yes,Commuting to work
38531,,"136701534",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""parking""=>""street_side""",Marsaxlokk,Yes,Others
38532,,"136701542",,,,,,,,yes,,,,,,,,,,yes,,,,,,Marsaxlokk,Yes,Commuting to work
38537,,"136714260",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Marsaxlokk,Yes,Recreation
38538,,"136714261",,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Marsaxlokk,Yes,Recreation
38539,,"136714264",,,,monastery,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38540,,"136714271",,,,,,,,,,,,,,playground,,,,,,,,,"""access""=>""yes"",""wheelchair""=>""limited""",Marsaxlokk,Yes,Recreation
38541,,"136714277",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Marsaxlokk,Yes,Others
38542,,"136714279",Tas-Silġ,,,place_of_worship,,,,,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian"",""start_date""=>""1834"",""wikidata""=>""Q7687070"",""wikimedia_commons""=>""Category:Tas-Silġ Temples"",""wikipedia""=>""en:Tas-Silġ""",Marsaxlokk,Yes,Recreation
38543,,"136714280",,,,,,,,,,,,,,pitch,,,,,,,soccer,,"""lit""=>""yes"",""surface""=>""grass""",Marsaxlokk,Yes,Recreation
38547,,"136732325",Skola Primarja Marsaxlokk,,,school,,,,,,,,,,,,,,,,,,,"""college""=>""San Tumas Moore"",""education""=>""primary"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Marsaxlokk,Yes,Education
38550,,"137629846",,,,,,,,school,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38551,,"137629850",,,,,,,,residential,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Visiting Someone
38552,,"137629851",Kullegg San Tumas More,,,,,,,school,,,,,,,,,,,,,,,"""description""=>""Skola Primarja Marsaxlokk""",Marsaxlokk,Yes,Others
38554,,"137629856",Ġnien Il-Familja,,,,,,,,,,,,,park,,,,,,,,,,Marsaxlokk,Yes,Recreation
38558,,"137632302",,,,,,,,,,,,,,park,,,,,,,,,,Marsaxlokk,Yes,Recreation
38561,,"137705750",,,,,,,,residential,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Visiting Someone
38569,,"137705786",,,,,,,,detached,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38570,,"137705788",Kalanka,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""surface""",Marsaxlokk,Yes,Others
38575,,"138533943",,,,parking,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38576,,"138533951",,,,,,,,,,,,,,pitch,,,,,,,,,,Marsaxlokk,Yes,Recreation
38578,,"138533956",,,,,,,,,,,,,,pitch,,,,,,,,,,Marsaxlokk,Yes,Recreation
38579,,"138596971",,,,parking,,,,,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38585,,"138597011",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38587,,"138754731",,,,,,,,residential,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Visiting Someone
38588,,"138754743",Marnisi,,,,,,,,,,,,vineyard,,,,,,,,,,"""crop""=>""grape""",Marsaxlokk,Yes,Others
38589,,"138754749",,,,,,,,,,,,,meadow,,,,,,,,,,,Marsaxlokk,Yes,Others
38591,,"139425703",,,,,,,,detached,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38595,,"139444569",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""footway""",Marsaxlokk,Yes,Others
38601,,"139444595",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""pedestrian""",Marsaxlokk,Yes,Others
38620,,"139718825",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking""=>""surface""",Marsaxlokk,Yes,Others
38621,,"139718827",Ġnien Il-Familja,,,,,,,,,,,,,park,,,,,,,,,,Marsaxlokk,Yes,Recreation
38622,,"139718833",,,,,,,,,,,,,,,,,,,,,,,"""pier""=>""yes"",""surface""=>""asphalt""",Marsaxlokk,Yes,Others
38632,,"150058587",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""permit""",Marsaxlokk,Yes,Others
38635,,"151193967",,,,,,,,,,,,,farmyard,,,,,,,,,,,Marsaxlokk,Yes,Others
38639,,"152120278",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Marsaxlokk,Yes,Others
38641,,"152674056",,,,,,,,,,,,,,pitch,,,,,,,,,,Marsaxlokk,Yes,Recreation
38642,,"152674057",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38643,,"152674059",,,,,,,,terrace,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38644,,"152674060",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38648,,"153024258",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38649,,"155399892",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Marsaxlokk,Yes,Others
38651,,"155399898",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Marsaxlokk,Yes,Others
38653,,"155399903",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Marsaxlokk,Yes,Others
38656,,"192475827",,,,,,,,,,,,,farmyard,,,,,,,,,,,Marsaxlokk,Yes,Others
38659,,"194339948",,,,,,,,,,,,,farmyard,,,,,,,,,,,Marsaxlokk,Yes,Others
38660,,"211096468",,,,,,,,convent,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38661,,"222611868",,,,,,,,detached,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38663,,"222611870",,,,,,,,detached,,,,,,,,,,,,,,,"""building:levels""=>""2""",Marsaxlokk,Yes,Others
38665,,"232877610",,,,,,,,,,,,,farmyard,,,,,,,,,,,Marsaxlokk,Yes,Others
38666,,"232877613",,,,,,,,,,,,,farmyard,,,,,,,,,,,Marsaxlokk,Yes,Others
38681,,"286534604",Saint Paul's Battery,,,,,,,,,,fort,,ruins,,,,,,,,,,"""wikidata""=>""Q7595102"",""wikimedia_commons""=>""Category:St. Paul's Battery"",""wikipedia""=>""en:Saint Paul's Battery""",Marsaxlokk,Yes,Recreation
38684,,"308275188",Koperattiva Nazzjonali Tas-Sajd,,,,,,,yes,,,,,,,,,,ngo,,,,,"""name:en""=>""National Fishing Co-Operative"",""name:mt""=>""Koperattiva Nazzjonali Tas-Sajd"",""opening_hours""=>""Mo-Fr 08:30-11:30, 15:30-18:30; Sa 09:00-12:00""",Marsaxlokk,Yes,Commuting to work
38708,,"308275340",Tex Mex South,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""building:levels""=>""2"",""cuisine""=>""pizza;burger;mexican"",""smoking""=>""no"",""takeaway""=>""no""",Marsaxlokk,Yes,Recreation
38709,,"308275345",,,,,,,,yes,,,,,,,,,,,,,,picnic_site,"""wall""=>""no""",Marsaxlokk,Yes,Recreation
38711,,"308275359",,,,,,,,toilets,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38714,,"308275364",Marsaxlokk Water Polo Club,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""opening_hours""=>""Tu-Su,PH 12:00-22:00""",Marsaxlokk,Yes,Recreation
38725,,"319723111",,,,,,,,shed,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38726,,"319723112",,,,,,,,shed,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38727,,"320039135",,,,,,,,,,,,,,park,,,,,,,,,,Marsaxlokk,Yes,Recreation
38728,,"320775127",,,,,,,,,,,,,,,,,,,,,,,"""ruins""=>""yes""",Marsaxlokk,Yes,Others
38729,,"320775130",,,,,,,,,,,,,,,,,,,,,,,"""ruins""=>""yes""",Marsaxlokk,Yes,Others
38730,,"320775134",,,,,,,,,,,,,,,,,,,,,,,"""ruins""=>""yes""",Marsaxlokk,Yes,Others
38731,,"320775137",,,,,,,,,,,,,,,,,,,,,,,"""ruins""=>""yes""",Marsaxlokk,Yes,Others
38732,,"320775215",,,,,,,,,,,,,,,,,,,,,,picnic_site,,Marsaxlokk,Yes,Recreation
38735,,"323945158",,,,,,,,,,,,,farmyard,,,,,,,,,,,Marsaxlokk,Yes,Others
38736,,"323945159",,,,,,,,,,,,,meadow,,,,,,,,,,,Marsaxlokk,Yes,Others
38739,,"323945163",,,,,,,,,,,,,meadow,,,,,,,,,,,Marsaxlokk,Yes,Others
38743,,"339491358",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Marsaxlokk,Yes,Others
38744,,"339503922",Fort Delimara,,,,,,,,,,castle,,,,,,,,,,,attraction,"""castle_type""=>""fortress"",""name:ar""=>""حصن ديليمارا"",""wikidata""=>""Q3021660"",""wikimedia_commons""=>""Category:Fort Delimara"",""wikipedia""=>""en:Fort Delimara""",Marsaxlokk,Yes,Recreation
38746,,"347031444",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Marsaxlokk,Yes,Recreation
38752,,"373216550",Saint Peter's Pool,,,,,,,,,,,,,,,,beach,,,,swimming,attraction,"""name:en""=>""Saint Peter's Pool"",""name:mt""=>""Il-Bajja ta' San Pietru"",""opening_hours""=>""24/7"",""reservation""=>""no"",""surface""=>""rock"",""wheelchair""=>""no""",Marsaxlokk,Yes,Recreation
38755,,"374905580",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Marsaxlokk,Yes,Recreation
38758,,"374905589",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Marsaxlokk,Yes,Recreation
38764,,"376938941",,,,,,,,,,,,,,,,,wood,,,,,,,Marsaxlokk,Yes,Others
38765,,"376982744",,,,,,,,,,,,,,park,,,,,,,,,,Marsaxlokk,Yes,Recreation
38772,,"386959624",Tas-Silġ,,,,,,,,,,archaeological_site,,,,,,,,,,,,"""access""=>""permissive"",""archaeological_site""=>""temple"",""description""=>""Megalitic Site which was later used as a Punic Temple, and later used as a Christian basilica."",""heritage""=>""2"",""historic:civilization""=>""prehistoric"",""ref:nicpmi""=>""00023"",""wikidata""=>""Q7687070"",""wikipedia""=>""en:Tas-Silġ""",Marsaxlokk,Yes,Recreation
38773,,"392779219",,,,,,,,school,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38774,,"392779220",,,,,,,,school,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38775,,"392779221",,,,,,,,school,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38777,,"394843047",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38782,,"395495346",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38783,,"395495349",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38784,,"395495350",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38786,,"395495352",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38787,,"395495353",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38788,,"395495354",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38789,,"395495355",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38790,,"395495356",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38791,,"395495357",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38792,,"395495358",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38793,,"395495359",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38810,,"404123952",,,,,,,,house,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38811,,"404123954",,,,,,,,,,,,,,,,,,,,,,,"""highway""=>""service""",Marsaxlokk,Yes,Others
38815,,"406046382",,,,,,,,,,,archaeological_site,,,,,,,,,,,,"""archaeological_site""=>""fortification"",""fortification_type""=>""battery"",""wikidata""=>""Q20949739""",Marsaxlokk,Yes,Recreation
38817,,"410505134",,,,,,,,apartments,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38820,,"410505137",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38824,,"410505148",,,,,,,,,,,,,,pitch,,,,,,,,,,Marsaxlokk,Yes,Recreation
38833,,"449872477",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38841,,"453958495",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38845,,"454712919",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38846,,"454712920",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38848,,"454719487",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38858,,"457462839",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Marsaxlokk,Yes,Others
38861,,"463070597",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38863,,"463070599",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38872,,"463386251",,,,,,,,,,,,,,,,,beach,,,,,,,Marsaxlokk,Yes,Recreation
38884,,"466633733",,,,,,,,shed,,,,,,,,,,,,,,,,Marsaxlokk,Yes,Others
38889,,"476112119",,,,,,,,,,,,,,garden,,,,,,,,,,Marsaxlokk,Yes,Recreation
38891,,"478033286",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38908,,"503533140",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38909,,"510351603",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38910,,"510351604",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Marsaxlokk,Yes,Recreation
38917,,"548949404",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38918,,"548949409",,,,,,,,,,,,,grass,,,,,,,,,,,Marsaxlokk,Yes,Others
38919,,"549408049",Fort Tas-Silġ,,,,,,,,,,castle,,,,,abandoned,,,,,,,"""access""=>""permissive"",""castle_type""=>""fortress"",""fortification_type""=>""ringfort"",""wikidata""=>""Q5472163""",Marsaxlokk,Yes,Recreation
38920,,"579221670",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38921,,"579221671",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38922,,"579221672",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38923,,"579221673",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38924,,"579221674",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38925,,"579221675",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
38926,,"579221676",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Marsaxlokk"",""addr:country""=>""MT"",""addr:postcode""=>""MXK9044"",""addr:street""=>""Triq Melqart""",Marsaxlokk,Yes,Others
