fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category,keep_for_od
7293,"8044201070",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""no"",""material""=>""stone""",Ħ'Attard,Others,Yes
7313,"8044239501",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""This tree was planted on the
28th September 2018
to mark the 25th Anniversary of
Soroptimist International Malta"",""memorial""=>""plaque"",""openplaques:id""=>""57518""",Ħ'Attard,Recreation,Yes
7317,"8494021577",,,,,,,,,"""amenity""=>""waste_basket""",Ħ'Attard,Others,Yes
7318,"8494021579",,,,,,,,,"""amenity""=>""waste_basket""",Ħ'Attard,Others,Yes
7319,"8494021582",,,,,,,,,"""amenity""=>""waste_basket""",Ħ'Attard,Others,Yes
7320,"8494021586",,,,,,,,,"""amenity""=>""waste_basket""",Ħ'Attard,Others,Yes
7321,"8494021594",,,,,,,,,"""amenity""=>""waste_basket""",Ħ'Attard,Others,Yes
7322,"8804737203",,,,,,,,,"""entrance""=>""exit""",Ħ'Attard,Others,Yes
7323,"8804748236",,,,,,,,,"""entrance""=>""main""",Ħ'Attard,Others,Yes
7324,"9014030708",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""no""",Ħ'Attard,Others,Yes
7325,"13188586879",,,,,,,,,"""artwork_type""=>""sculpture"",""tourism""=>""artwork""",Ħ'Attard,Recreation,Yes
7326,"13188586880",Jum is-sigar,,,,,,,,"""artist_name""=>""Charles Sammut"",""artwork_type""=>""sculpture"",""start_date""=>""1994"",""tourism""=>""artwork""",Ħ'Attard,Recreation,Yes
7332,"2798915896",Saint Joseph Pharamacy,,,,,,,,"""addr:city""=>""Ħal Lija"",""addr:country""=>""MT"",""addr:street""=>""Triq Annibale Preca"",""amenity""=>""pharmacy"",""check_date""=>""2025-08-26"",""healthcare""=>""pharmacy""",Ħ'Attard,Medical Purpose,Yes
7334,"3397115050",Is-Suq tal-Bdiewa,,,,,,,,"""amenity""=>""marketplace"",""check_date""=>""2025-08-26"",""name:en""=>""Farmer's Market"",""name:mt""=>""Is-Suq tal-Bdiewa"",""opening_hours""=>""Tu,Sa 07:00-15:00"",""wheelchair""=>""yes""",Ħ'Attard,Others,Yes
7335,"12696245672",,,,,,,,survey_point,,Ħ'Attard,Others,Yes
7342,"13175408048",Vecchia Napoli,,,,,,,,"""addr:floor""=>""0"",""amenity""=>""restaurant"",""check_date""=>""2026-03-19"",""cuisine""=>""pizza"",""level""=>""0"",""payment:cash""=>""yes"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""wheelchair""=>""yes""",Ħ'Attard,Recreation,Yes
7346,"8640223437",Stella's Garden Centre,,,,,,,,"""shop""=>""garden_centre""",Ħaż-Żebbuġ,Shopping,Yes
7352,"598689052",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7382,"12455533660",,,,,,,,,"""historic""=>""wayside_shrine""",Ħaż-Żebbuġ,Recreation,Yes
7384,"13123772401",Farm Meat Market,,,,,,,,"""addr:postcode""=>""ZBG 3716"",""addr:street""=>""Triq il-Buskett"",""contact:facebook""=>""share/1BuFayZ6a8"",""opening_hours""=>""Mo-Fr 07:30-17:00; Sa 07:30-13:00"",""shop""=>""butcher""",Ħaż-Żebbuġ,Shopping,Yes
7385,"13173206089",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7387,"5207798971",,,,,,,,,"""amenity""=>""recycling"",""opening_hours""=>""24/7"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling:scrap_metal""=>""yes"",""recycling_type""=>""container""",Ħaż-Żebbuġ,Others,Yes
7389,"11726219004",,,,,,,,,"""amenity""=>""charging_station"",""bicycle""=>""no"",""brand""=>""n/a"",""capacity""=>""2"",""fee""=>""yes"",""socket:type2""=>""2""",Ħaż-Żebbuġ,Others,Yes
7391,"3618705366",,,,,,,,,"""internet_access""=>""wlan"",""leisure""=>""park""",Ħaż-Żebbuġ,Recreation,Yes
7394,"11726219003",MyConvenience Żebbuġ 3,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""52"",""addr:street""=>""Triq Patri Pelaġju Mifsud"",""operator""=>""MyConvenience / MySupermarket (Malta)"",""shop""=>""convenience"",""website""=>""https://my.mt/locations/""",Ħaż-Żebbuġ,Shopping,Yes
7395,"10300418804",,,,,,,,,"""artwork_type""=>""statue"",""tourism""=>""artwork""",Ħaż-Żebbuġ,Recreation,Yes
7401,"12174280217",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħaż-Żebbuġ,Personal Errands,Yes
7403,"12287500645",,,,,,,,,"""leisure""=>""playground""",Ħaż-Żebbuġ,Recreation,Yes
7405,"11727231639",The Local Meat Shop,,,,,,,,"""shop""=>""butcher""",Ħaż-Żebbuġ,Shopping,Yes
7412,"11826871160",,,,,,,,,"""artwork_type""=>""statue"",""tourism""=>""artwork""",Ħaż-Żebbuġ,Recreation,Yes
7418,"12462661478",,,,,,,,,"""amenity""=>""waste_basket"",""waste""=>""dog_excrement""",Ħaż-Żebbuġ,Others,Yes
7419,"12462661479",,,,,,,,,"""amenity""=>""waste_basket""",Ħaż-Żebbuġ,Others,Yes
7420,"12462661480",,,,,,,,,"""playground""=>""structure""",Ħaż-Żebbuġ,Others,Yes
7421,"12500297964",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""post_box:type""=>""pillar"",""website""=>""https://www.maltapost.com""",Ħaż-Żebbuġ,Personal Errands,Yes
7423,"12616397655",,,,,,,,charge_point,,Ħaż-Żebbuġ,Others,Yes
7425,"13134680401",Tanti Ironmogery,,,,,,,,"""addr:postcode""=>""ZBG 1141"",""addr:street""=>""Triq Franġisku Caruana Dingli"",""contact:facebook""=>""share/1MGcq17FEC"",""email""=>""jpchetcuti87@gmail.com"",""opening_hours""=>""Mo-Tu, Th-Fr 06:00-18:00; We 06:00-16:00; Sa 06:00-13:00; Su 07:00-10:00"",""phone""=>""+356 21 464 329"",""shop""=>""doityourself""",Ħaż-Żebbuġ,Shopping,Yes
7426,"13190469201",G&G Toiletries and Detergents,,,,,,,,"""addr:street""=>""Triq F. Farrugia"",""opening_hours""=>""Mo-Fr 08:00-19:00; Sa 08:00-13:00"",""phone""=>""21460804"",""shop""=>""houseware""",Ħaż-Żebbuġ,Shopping,Yes
7432,"11727231637",The Meat Shop,,,,,,,,"""shop""=>""butcher""",Ħaż-Żebbuġ,Shopping,Yes
7437,"10286988512",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħaż-Żebbuġ,Personal Errands,Yes
7438,"11727231636",BCRS,,,,,,,,"""amenity""=>""vending_machine"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:plastic_bottles""=>""yes"",""vending""=>""bottle_return""",Ħaż-Żebbuġ,Others,Yes
7453,"7203017507",Żebbuġ Bocci,,,,,,,,"""club""=>""sport"",""sport""=>""boules""",Ħaż-Żebbuġ,Others,Yes
7456,"10863589964",,,,,,,,,"""amenity""=>""vending_machine"",""operator""=>""Daves"",""vending""=>""bottle_return""",Ħaż-Żebbuġ,Others,Yes
7457,"7203017506",,,,,,,,,"""leisure""=>""playground""",Ħaż-Żebbuġ,Recreation,Yes
7458,"10863589963",Daves,,,,,,,,"""shop""=>""supermarket""",Ħaż-Żebbuġ,Shopping,Yes
7460,"3680231540",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7461,"7203017498",,,,,,,,,"""bollard""=>""yes"",""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7462,"11830159711",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħaż-Żebbuġ,Personal Errands,Yes
7463,"12174280208",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""stone""",Ħaż-Żebbuġ,Recreation,Yes
7464,"12616397657",MyConvenience Żebbuġ 2,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:street""=>""Vjal il-Ħelsien"",""opening_hours""=>""Mo-Su 06:00-23:00"",""operator""=>""MyConvenience / MySupermarket (Malta)"",""phone""=>""+356 2249 8242"",""shop""=>""convenience"",""website""=>""https://my.mt/locations/""",Ħaż-Żebbuġ,Shopping,Yes
7467,"13190533664",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""82"",""addr:street""=>""Triq il-Qamħ""",Ħaż-Żebbuġ,Others,Yes
7468,"13190533665",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""73"",""addr:street""=>""Triq il-Qamħ""",Ħaż-Żebbuġ,Others,Yes
7469,"13417607540",,,,,,,,,"""amenity""=>""bicycle_parking"",""bicycle_parking""=>""stands"",""capacity""=>""2"",""covered""=>""no""",Ħaż-Żebbuġ,Others,Yes
7470,"13417609303",,,,,,,,,"""amenity""=>""bicycle_parking"",""bicycle_parking""=>""stands"",""capacity""=>""6"",""covered""=>""no""",Ħaż-Żebbuġ,Others,Yes
7471,"13417616361",,,,,,,,,"""amenity""=>""waste_basket""",Ħaż-Żebbuġ,Others,Yes
7472,"13417763595",,,,"72",,,,,"""amenity""=>""post_box"",""collection_times""=>""Mo-Sa 12:30"",""royal_cypher""=>""no""",Ħaż-Żebbuġ,Personal Errands,Yes
7473,"2810493346",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:housenumber""=>""20"",""addr:street""=>""Triq Sant' Antnin""",Ħaż-Żebbuġ,Others,Yes
7475,"5238942050",De Rohan Pharmacy,,,,,,,,"""addr:housenumber""=>""24"",""addr:street""=>""Triq Sant' Antnin"",""amenity""=>""pharmacy"",""check_date""=>""2026-02-26"",""check_date:opening_hours""=>""2026-02-26"",""healthcare""=>""pharmacy"",""opening_hours""=>""Mo-Fr 07:30-20:00; Sa 07:30-13:00, 16:00-19:00"",""website""=>""https://derohanpharmacy.mt/""",Ħaż-Żebbuġ,Medical Purpose,Yes
7476,"5207799019",Bank of Valletta,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:housenumber""=>""10"",""addr:postcode""=>""ZBG 1011"",""addr:street""=>""Misraħ San Filippu"",""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Żebbuġ - St. Philip's Square"",""opening_hours""=>""Mo-Fr 08:30-13:30; Sa 08:30-12:30"",""operator""=>""Bank of Valletta plc""",Ħaż-Żebbuġ,Personal Errands,Yes
7477,"1064170198",,,,,,,,,"""amenity""=>""parking""",Ħaż-Żebbuġ,Others,Yes
7478,"2810493352",,,,,,,,,"""amenity""=>""atm"",""check_date""=>""2025-02-12"",""operator""=>""Bank of Valletta""",Ħaż-Żebbuġ,Personal Errands,Yes
7479,"2810493353",,,,,,,,,"""shop""=>""supermarket""",Ħaż-Żebbuġ,Shopping,Yes
7487,"2810493345",Lungo,,,,,,,,"""amenity""=>""cafe""",Ħaż-Żebbuġ,Recreation,Yes
7488,"2810493354",,,,,,,,,"""amenity""=>""pharmacy"",""healthcare""=>""pharmacy""",Ħaż-Żebbuġ,Medical Purpose,Yes
7489,"4872914524",Każin Banda San Filep,,,,,,,,"""addr:street""=>""Misrah San Filippu"",""amenity""=>""community_centre"",""contact:facebook""=>""https://www.facebook.com/KBSFAD1851/"",""email""=>""info@bandasanfilep.com.mt"",""internet_access""=>""wlan"",""phone""=>""+356 2744 4234"",""website""=>""https://bandasanfilep.com.mt/""",Ħaż-Żebbuġ,Personal Errands,Yes
7490,"2810493357",,,,,,,,,"""disused:amenity""=>""bank"",""old_name""=>""HSBC""",Ħaż-Żebbuġ,Others,Yes
7492,"2810493358",,,,,,,,surveillance,,Ħaż-Żebbuġ,Others,Yes
7493,"5207798992",Do It All DIY Store,,,,,,,,"""shop""=>""hardware""",Ħaż-Żebbuġ,Shopping,Yes
7494,"2810493359",Pancake Parlour,,,,,,,,"""amenity""=>""cafe""",Ħaż-Żebbuġ,Recreation,Yes
7495,"2810493360",,,,,,,,,"""amenity""=>""fast_food""",Ħaż-Żebbuġ,Recreation,Yes
7496,"2810493361",,,,,,,,,"""amenity""=>""restaurant""",Ħaż-Żebbuġ,Recreation,Yes
7497,"2810493362",,,,,,,,,"""shop""=>""supermarket""",Ħaż-Żebbuġ,Shopping,Yes
7500,"2810493365",,,,,,,,,"""amenity""=>""fast_food""",Ħaż-Żebbuġ,Recreation,Yes
7501,"5174220533",,,,,,,,water_well,"""description""=>""Water pump""",Ħaż-Żebbuġ,Others,Yes
7503,"2810493366",,,,,,,,,"""shop""=>""supermarket""",Ħaż-Żebbuġ,Shopping,Yes
7504,"5295807534",12th May Band and Social Club,,,,,,,,"""amenity""=>""bar"",""operator""=>""12th May"",""outdoor_seating""=>""yes""",Ħaż-Żebbuġ,Recreation,Yes
7505,"2810493367",Sphinx Pastizzeria,,,,,,,,"""amenity""=>""fast_food"",""cuisine""=>""regional"",""delivery""=>""no"",""drive_through""=>""no"",""outdoor_seating""=>""yes"",""takeaway""=>""yes""",Ħaż-Żebbuġ,Recreation,Yes
7510,"7203017519",Mikiel Anton Vassalli,,,,,,,,"""office""=>""political_party""",Ħaż-Żebbuġ,Commuting to work,Yes
7511,"11110688105",,,,,,,,,"""amenity""=>""atm"",""operator""=>""HSBC""",Ħaż-Żebbuġ,Personal Errands,Yes
7512,"12455800279",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7513,"12455800282",,,,,,,,,"""historic""=>""wayside_shrine"",""religion""=>""christian""",Ħaż-Żebbuġ,Recreation,Yes
7514,"12462661491",,,,,,,,,"""historic""=>""wayside_shrine"",""religion""=>""christian""",Ħaż-Żebbuġ,Recreation,Yes
7515,"12616397656",OCRA,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""italian""",Ħaż-Żebbuġ,Recreation,Yes
7516,"13609880801",James Bakes & Cakes,,,,,,,,"""addr:street""=>""Triq Sciortino"",""amenity""=>""cafe"",""check_date""=>""2026-03-01"",""check_date:opening_hours""=>""2026-03-01"",""email""=>""mailto:sales@jamescaterers.com"",""opening_hours""=>""Mo-Th 08:00-20:30; Fr-Su 08:00-21:00"",""phone""=>""+356 7927 5904"",""website""=>""https://jamescaterers.com/cafeterias/""",Ħaż-Żebbuġ,Recreation,Yes
7535,"11500310751",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7536,"3387615323",Santa Marija (ta' Mamo),,,,,,,,"""addr:street""=>""Triq Mamo"",""amenity""=>""place_of_worship"",""denomination""=>""roman_catholic"",""religion""=>""christian""",Ħaż-Żebbuġ,Recreation,Yes
7537,"3387615312",Ta' Conti,,,,,,,,"""addr:street""=>""Triq San Rokku"",""amenity""=>""restaurant""",Ħaż-Żebbuġ,Recreation,Yes
7543,"1532860430",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7559,"3680231532",,,,,,,,,"""historic""=>""archaeological_site""",Ħaż-Żebbuġ,Recreation,Yes
7560,"5174220551",Sunlock,,,,,,,,"""shop""=>""yes""",Ħaż-Żebbuġ,Shopping,Yes
7561,"5174220552",Spar,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:street""=>""Triq l-Imdina"",""branch""=>""Cucine"",""brand""=>""Spar"",""brand:wikidata""=>""Q610492"",""brand:wikipedia""=>""en:SPAR (retailer)"",""shop""=>""convenience""",Ħaż-Żebbuġ,Shopping,Yes
7562,"5174220553",Micra,,,,,,,,"""shop""=>""yes""",Ħaż-Żebbuġ,Shopping,Yes
7564,"5993831469",WÜRTH Centre Malta,,,,,,,,"""brand""=>""Würth"",""brand:wikidata""=>""Q679750"",""shop""=>""hardware""",Ħaż-Żebbuġ,Shopping,Yes
7565,"6903953686",Auto Market,,,,,,,,"""addr:street""=>""Triq L-Imdina"",""amenity""=>""fuel"",""compressed_air""=>""yes"",""opening_hours""=>""24/7""",Ħaż-Żebbuġ,Personal Errands,Yes
7566,"6903962985",Oz Sofra Kebab,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:street""=>""Triq L-Imdina"",""amenity""=>""restaurant"",""cuisine""=>""turkish;pizza;burger;kebab"",""internet_access""=>""wlan"",""opening_hours""=>""Mo-Su 10:00-01:00"",""phone""=>""+356 2146 4208"",""website""=>""http://www.ozsofra.com.mt/""",Ħaż-Żebbuġ,Recreation,Yes
7571,"9727553317",Oleander Butts Inn,,,,,,,,"""addr:housenumber""=>""137"",""addr:street""=>""Triq San Rokku"",""internet_access""=>""wlan"",""mobile""=>""+356 7711 8188"",""tourism""=>""hostel""",Ħaż-Żebbuġ,Recreation,Yes
7572,"10311661909",,,,,,,,,"""amenity""=>""atm""",Ħaż-Żebbuġ,Personal Errands,Yes
7575,"12176667291","Patrick Prints - 3D Printing, T-shirt Printing and more",,,,,,,,"""addr:city""=>""Haz-Zebbug"",""addr:housenumber""=>""4"",""addr:postcode""=>""ZBG3971"",""addr:street""=>""Triq Karmen Micallef Buhagiar"",""air_conditioning""=>""yes"",""contact:facebook""=>""www.facbook.com/patrickprintsmalta"",""email""=>""info@patrickprints.com"",""name:it""=>""Seriegrafia e Stampa 3D"",""opening_hours""=>""Mo-Fr 09:00-19:00"",""operator""=>""Patrick Prints"",""payment:bov_mobile""=>""yes"",""payment:cash""=>""yes"",""payment:contactless""=>""yes"",""payment:credit_cards""=>""yes"",""payment:mastercard""=>""yes"",""payment:paypal""=>""yes"",""payment:revolut""=>""yes"",""payment:visa""=>""yes"",""phone""=>""+356 27137655"",""shop""=>""stationery""",Ħaż-Żebbuġ,Shopping,Yes
7579,"13190533663",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""39"",""addr:street""=>""Sqaq Tal-Ħlas""",Ħaż-Żebbuġ,Others,Yes
7580,"13420860378",,,,,,,,,"""amenity""=>""bicycle_parking"",""bicycle_parking""=>""stands"",""capacity""=>""4"",""covered""=>""no""",Ħaż-Żebbuġ,Others,Yes
7581,"13432309891",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7582,"4785609920",Saint James Highway Clinic,,,,,,,,"""amenity""=>""clinic"",""healthcare""=>""clinic""",Ħaż-Żebbuġ,Medical Purpose,Yes
7591,"1415746642",Noel's,,,,,,,,"""shop""=>""car""",Ħaż-Żebbuġ,Shopping,Yes
7594,"1415746641",Multitrade,,,,,,,,"""shop""=>""doityourself""",Ħaż-Żebbuġ,Shopping,Yes
7601,"4460999250",Ten Green Bottles,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:street""=>""Triq L-Imdina"",""opening_hours""=>""09:00-19:00"",""operator""=>""Capt. A. Caruana / NMArrigo Ltd."",""phone""=>""+256 2146 7111"",""shop""=>""alcohol;wine;tobacco;cigars"",""website""=>""https://www.facebook.com/TenGreenBottlesMalta""",Ħaż-Żebbuġ,Shopping,Yes
7603,"5029126837",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7606,"1532897727",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7611,"5896034889",Grima Plant,,,,,,,,"""office""=>""company""",Ħaż-Żebbuġ,Commuting to work,Yes
7612,"6903953685",Kungfu Chinese Takeaway,,,,,,,,"""addr:street""=>""Triq Luret Cutajar"",""amenity""=>""fast_food"",""cuisine""=>""chinese"",""mobile""=>""+356 9955 5698"",""opening_hours""=>""Mo-Su 11:00-23:00""",Ħaż-Żebbuġ,Recreation,Yes
7613,"8721433801",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħaż-Żebbuġ,Personal Errands,Yes
7615,"9588289217",Woto Moto,,,,,,,,"""addr:street""=>""Triq Il-Poeta Nazzjonali"",""email""=>""info@wotomoto.com"",""opening_hours""=>""Mo-Sa 09:00-18:00"",""shop""=>""motorcycle"",""website""=>""https://wotomoto.com/""",Ħaż-Żebbuġ,Shopping,Yes
7620,"13190533656",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""1"",""addr:street""=>""Sqaq Tal-Ħlas""",Ħaż-Żebbuġ,Others,Yes
7631,"9937456786",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""CENSO ADI B' NOVENB
1723"",""memorial""=>""plaque"",""wikimedia_commons""=>""File:Tinqixa tal-1723 fuq razzett nofsu imwaqqgħa f' Ħaż-Żebbuġ.jpg""",Ħaż-Żebbuġ,Recreation,Yes
7642,"5207798957",,,,,,,,,"""amenity""=>""recycling"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling:scrap_metal""=>""yes"",""recycling_type""=>""container""",Ħaż-Żebbuġ,Others,Yes
7643,"4891066011",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7651,"5207798610",,,,"109",,,,,"""amenity""=>""post_box"",""collection_times""=>""Mo-Sa 07:00"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""royal_cypher""=>""no"",""website""=>""https://www.maltapost.com""",Ħaż-Żebbuġ,Personal Errands,Yes
7652,"5207798978",,,,,,,,,"""amenity""=>""recycling"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling:scrap_metal""=>""yes"",""recycling_type""=>""container""",Ħaż-Żebbuġ,Others,Yes
7656,"11727153067",Tal-Karmnu Sheep Farm,,,,,,,,"""shop""=>""farm""",Ħaż-Żebbuġ,Shopping,Yes
7661,"12174280215",,,,,,,,,"""historic""=>""wayside_shrine"",""religion""=>""christian""",Ħaż-Żebbuġ,Recreation,Yes
7666,"13062982579",,,,,,,,,"""historic""=>""wayside_shrine"",""religion""=>""christian""",Ħaż-Żebbuġ,Recreation,Yes
7667,"13153272601",Maria Stephanie Bakery,,,,,,,,"""addr:street""=>""Triq Serafin Tanti"",""mobile""=>""+356 7946 6388"",""opening_hours""=>""Mo-Sa 06:00-14:00"",""shop""=>""bakery""",Ħaż-Żebbuġ,Shopping,Yes
7669,"13415915275",Mario's Fruit & Veg,,,,,,,,"""opening_hours""=>""Mo,Th 15:00-19:00"",""payment:credit_cards""=>""no"",""payment:debit_cards""=>""no"",""shop""=>""greengrocer"",""wheelchair""=>""yes""",Ħaż-Żebbuġ,Shopping,Yes
7671,"10286920408",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7688,"12285897663",,,,,,,,survey_point,,Ħaż-Żebbuġ,Others,Yes
7690,"13115766401",Brown’s Pharmacy,,,,,,,,"""addr:housenumber""=>""47"",""addr:street""=>""Vjal il-Ħelsien"",""amenity""=>""pharmacy"",""email""=>""zebbug@brownspharmacy.eu"",""opening_hours""=>""Mo-Sa 08:00-20:00"",""phone""=>""+356 21465411"",""website""=>""https://browns.pharmacy/pharmacies/browns-pharmacy-zebbug""",Ħaż-Żebbuġ,Medical Purpose,Yes
7694,"3555572662",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7695,"4146024468",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7696,"5207798943",,,,,,,,,"""historic""=>""wayside_shrine"",""religion""=>""christian""",Ħaż-Żebbuġ,Recreation,Yes
7698,"11727231638",Farmers Choice,,,,,,,,"""check_date:opening_hours""=>""2025-12-29"",""opening_hours:signed""=>""no"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""shop""=>""greengrocer"",""wheelchair""=>""no""",Ħaż-Żebbuġ,Shopping,Yes
7699,"6969100189",Stefan's Bakery,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:housenumber""=>""32A"",""addr:postcode""=>""ZBG1420"",""addr:street""=>""Misraħ Muxi"",""opening_hours""=>""Mo-Fr 07:00-15:00; Sa 07:00-14:00; Su 06:00-09:30"",""payment:cash""=>""yes"",""payment:coins""=>""yes"",""shop""=>""bakery""",Ħaż-Żebbuġ,Shopping,Yes
7700,"6969110221",Saint Mary,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:housenumber""=>""Saint Mary Self Service"",""addr:postcode""=>""ZBG1609"",""addr:street""=>""Santa Marija"",""check_date:opening_hours""=>""2025-12-29"",""opening_hours:signed""=>""no"",""payment:coins""=>""yes"",""payment:credit_cards""=>""yes"",""payment:mastercard""=>""yes"",""payment:notes""=>""yes"",""payment:visa""=>""yes"",""shop""=>""supermarket"",""wheelchair""=>""no""",Ħaż-Żebbuġ,Shopping,Yes
7701,"8221824749",,,,,,,,,"""shop""=>""stationery""",Ħaż-Żebbuġ,Shopping,Yes
7702,"8910056666",Santa Marija Pharmacy,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:housenumber""=>""40"",""addr:postcode""=>""ZBG1652"",""addr:street""=>""Triq l-Għasfura"",""amenity""=>""pharmacy"",""dispensing""=>""yes"",""healthcare""=>""pharmacy"",""healthcare:speciality""=>""pharmacy""",Ħaż-Żebbuġ,Medical Purpose,Yes
7705,"3180798051",MyConvenience Żebbuġ 1,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:country""=>""MT"",""addr:street""=>""Triq Mikielang Sapiano"",""opening_hours""=>""Mo-Su 06:00-21:00"",""operator""=>""MyConvenience / MySupermarket (Malta)"",""shop""=>""convenience"",""website""=>""https://my.mt/locations/""",Ħaż-Żebbuġ,Shopping,Yes
7712,"3496599066",,,,,,,,,"""noexit""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7714,"12287500657",,,,,,,,,"""artwork_type""=>""statue"",""tourism""=>""artwork""",Ħaż-Żebbuġ,Recreation,Yes
7716,"13190533666",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""2"",""addr:street""=>""Triq il-Qamħ""",Ħaż-Żebbuġ,Others,Yes
7717,"13190533667",,,,,,,,,"""addr:city""=>""Ħaż-Żebbuġ"",""addr:housenumber""=>""1"",""addr:street""=>""Triq il-Qamħ""",Ħaż-Żebbuġ,Others,Yes
7718,"13415904416",,,,,,,,,"""amenity""=>""waste_basket"",""waste""=>""dog_excrement""",Ħaż-Żebbuġ,Others,Yes
7719,"13415914227",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7720,"13415914228",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7721,"13415957579",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7722,"13415979520",,,,,,,,,"""artwork_type""=>""statue"",""tourism""=>""artwork""",Ħaż-Żebbuġ,Recreation,Yes
7723,"13415983273",,,,"74",,,,,"""amenity""=>""post_box"",""collection_times""=>""Mo-Sa 07:00"",""royal_cypher""=>""no""",Ħaż-Żebbuġ,Personal Errands,Yes
7724,"13415989567",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Ħaż-Żebbuġ,Others,Yes
7725,"13415989568",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Ħaż-Żebbuġ,Others,Yes
